,name,source,answer,answer_filename
63,Bernardo-Strozzi-Sleeping-Child-S,level_assets/Bernardo-Strozzi-Sleeping-Child-S,1,aaaaa_Bernardo-Strozzi-Sleeping-Child-S.jpg
64,Berthe-Morisot-A-Corner-of-the-Rose-Garden-S,level_assets/Berthe-Morisot-A-Corner-of-the-Rose-Garden-S,1,aaaaa_Berthe-Morisot-A-Corner-of-the-Rose-Garden-S.jpg
65,Berthe-Morisot-The-Cradle-S,level_assets/Berthe-Morisot-The-Cradle-S,1,aaaaa_Berthe-Morisot-The-Cradle-S.jpg
66,BertheMorisot-AWomanatherToilette-S,level_assets/BertheMorisot-AWomanatherToilette-S,1,aaaaa_BertheMorisot-AWomanatherToilette-S.jpg
67,Camille-Pissarro-Apple-Picking-at-Eragny-sur-Epte-S,level_assets/Camille-Pissarro-Apple-Picking-at-Eragny-sur-Epte-S,1,aaaaa_Camille-Pissarro-Apple-Picking-at-Eragny-sur-Epte-S.jpg
68,Camille-Pissarro-Autumn-Poplars-S,level_assets/Camille-Pissarro-Autumn-Poplars-S,1,aaaaa_Camille-Pissarro-Autumn-Poplars-S.jpg
69,Camille-Pissarro-Red-Roofs-Corner-of-a-Village-Winter-S,level_assets/Camille-Pissarro-Red-Roofs-Corner-of-a-Village-Winter-S,1,aaaaa_Camille-Pissarro-Red-Roofs-Corner-of-a-Village-Winter-S.jpg
70,Camille-Pissarro-Sunset-Rouen-S,level_assets/Camille-Pissarro-Sunset-Rouen-S,1,aaaaa_Camille-Pissarro-Sunset-Rouen-S.jpg
71,Camille-Pissarro-The-House-of-Monsieur-Musy-Route-de-Marly-L,level_assets/Camille-Pissarro-The-House-of-Monsieur-Musy-Route-de-Marly-L,1,aaaaa_Camille-Pissarro-The-House-of-Monsieur-Musy-Route-de-Marly-L.jpg
72,Camille-Pissarro-Vegetable-Garden-and-Trees-in-Blossom-Sprin,level_assets/Camille-Pissarro-Vegetable-Garden-and-Trees-in-Blossom-Sprin,1,aaaaa_Camille-Pissarro-Vegetable-Garden-and-Trees-in-Blossom-Sprin.jpg
73,Camille-Pissarro-Vegetable-Garden-at-the-Hermitage-near-Pont,level_assets/Camille-Pissarro-Vegetable-Garden-at-the-Hermitage-near-Pont,1,aaaaa_Camille-Pissarro-Vegetable-Garden-at-the-Hermitage-near-Pont.jpg
74,Caravaggio-Michelangelo-Merisi-Basket-of-Fruit-S,level_assets/Caravaggio-Michelangelo-Merisi-Basket-of-Fruit-S,1,aaaaa_Caravaggio-Michelangelo-Merisi-Basket-of-Fruit-S.jpg
75,Caravaggio-Michelangelo-Merisi-Ecce-Homo-S,level_assets/Caravaggio-Michelangelo-Merisi-Ecce-Homo-S,1,aaaaa_Caravaggio-Michelangelo-Merisi-Ecce-Homo-S.jpg
76,Caravaggio-Michelangelo-Merisi-Narcissus-S,level_assets/Caravaggio-Michelangelo-Merisi-Narcissus-S,1,aaaaa_Caravaggio-Michelangelo-Merisi-Narcissus-S.jpg
77,Caravaggio-Michelangelo-Merisi-Salome-with-the-Head-of-St+-J,level_assets/Caravaggio-Michelangelo-Merisi-Salome-with-the-Head-of-St+-J,1,aaaaa_Caravaggio-Michelangelo-Merisi-Salome-with-the-Head-of-St+-J.jpg
78,Caravaggio-Michelangelo-Merisi-Supper-at-Emmaus-2--S,level_assets/Caravaggio-Michelangelo-Merisi-Supper-at-Emmaus-2--S,1,aaaaa_Caravaggio-Michelangelo-Merisi-Supper-at-Emmaus-2--S.jpg
79,Caravaggio-Michelangelo-Merisi-Taking-of-Christ-S,level_assets/Caravaggio-Michelangelo-Merisi-Taking-of-Christ-S,1,aaaaa_Caravaggio-Michelangelo-Merisi-Taking-of-Christ-S.jpg
80,Caravaggio-Michelangelo-Merisi-The-Calling-of-Saint-Matthew-,level_assets/Caravaggio-Michelangelo-Merisi-The-Calling-of-Saint-Matthew-,1,aaaaa_Caravaggio-Michelangelo-Merisi-The-Calling-of-Saint-Matthew-.jpg
81,Caravaggio-Michelangelo-Merisi-The-Lute-Player-3--S,level_assets/Caravaggio-Michelangelo-Merisi-The-Lute-Player-3--S,1,aaaaa_Caravaggio-Michelangelo-Merisi-The-Lute-Player-3--S.jpg
82,Caravaggio-Michelangelo-Merisi-The-Musicians-S,level_assets/Caravaggio-Michelangelo-Merisi-The-Musicians-S,1,aaaaa_Caravaggio-Michelangelo-Merisi-The-Musicians-S.jpg
83,Carl-Spitzweg-The-Poor-Poet-2--S,level_assets/Carl-Spitzweg-The-Poor-Poet-2--S,1,aaaaa_Carl-Spitzweg-The-Poor-Poet-2--S.jpg
84,Caspar-David-Friedrich-Chalk-Cliffs-on-Rugen-4--S,level_assets/Caspar-David-Friedrich-Chalk-Cliffs-on-Rugen-4--S,1,aaaaa_Caspar-David-Friedrich-Chalk-Cliffs-on-Rugen-4--S.jpg
85,Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S,level_assets/Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S,1,aaaaa_Caspar-David-Friedrich-Dolmen-in-the-Snow-3--S.jpg
86,Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon-,level_assets/Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon-,1,aaaaa_Caspar-David-Friedrich-Man-and-Woman-Contemplating-the-Moon-.jpg
87,Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S,level_assets/Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S,1,aaaaa_Caspar-David-Friedrich-The-Abbey-in-the-Oakwood-S.jpg
88,Caspar-David-Friedrich-The-Sea-of-Ice-S,level_assets/Caspar-David-Friedrich-The-Sea-of-Ice-S,1,aaaaa_Caspar-David-Friedrich-The-Sea-of-Ice-S.jpg
89,Caspar-David-Friedrich-Winter-Landscape-S,level_assets/Caspar-David-Friedrich-Winter-Landscape-S,1,aaaaa_Caspar-David-Friedrich-Winter-Landscape-S.jpg
90,Charles-Edward-Conder-A-Holiday-at-Mentone-S,level_assets/Charles-Edward-Conder-A-Holiday-at-Mentone-S,1,aaaaa_Charles-Edward-Conder-A-Holiday-at-Mentone-S.jpg
91,Charles-Francois-Daubigny-Harvest-S,level_assets/Charles-Francois-Daubigny-Harvest-S,1,aaaaa_Charles-Francois-Daubigny-Harvest-S.jpg
92,Claes+Oldenburg-Lipstick+-+74+-S,level_assets/Claes+Oldenburg-Lipstick+-+74+-S,1,aaaaa_Claes+Oldenburg-Lipstick+-+74+-S.jpg
93,Claes+Oldenburg-Split+button-S,level_assets/Claes+Oldenburg-Split+button-S,1,aaaaa_Claes+Oldenburg-Split+button-S.jpg
94,Claes+Oldenburg-Store+poster-S,level_assets/Claes+Oldenburg-Store+poster-S,1,aaaaa_Claes+Oldenburg-Store+poster-S.jpg
95,Claes-Oldenburg-Free-S,level_assets/Claes-Oldenburg-Free-S,1,aaaaa_Claes-Oldenburg-Free-S.jpg
96,Claes-Oldenburg-Knifeship-85--S,level_assets/Claes-Oldenburg-Knifeship-85--S,1,aaaaa_Claes-Oldenburg-Knifeship-85--S.jpg
97,Claude+Monet-le+bassin+aux+nympheas-S,level_assets/Claude+Monet-le+bassin+aux+nympheas-S,1,aaaaa_Claude+Monet-le+bassin+aux+nympheas-S.jpg
98,Claude-Monet-Arrival-at-Saint-Lazare-Station-S,level_assets/Claude-Monet-Arrival-at-Saint-Lazare-Station-S,1,aaaaa_Claude-Monet-Arrival-at-Saint-Lazare-Station-S.jpg
99,Claude-Monet-Bathers-at-La-Grenouillere-S,level_assets/Claude-Monet-Bathers-at-La-Grenouillere-S,1,aaaaa_Claude-Monet-Bathers-at-La-Grenouillere-S.jpg
100,Claude-Monet-Blue-Water-Lilies-S,level_assets/Claude-Monet-Blue-Water-Lilies-S,1,aaaaa_Claude-Monet-Blue-Water-Lilies-S.jpg
101,Claude-Monet-Boating-on-the-River-Epte-S,level_assets/Claude-Monet-Boating-on-the-River-Epte-S,1,aaaaa_Claude-Monet-Boating-on-the-River-Epte-S.jpg
102,Claude-Monet-Boulevard-of-Capucines-S,level_assets/Claude-Monet-Boulevard-of-Capucines-S,1,aaaaa_Claude-Monet-Boulevard-of-Capucines-S.jpg
103,Claude-Monet-Camille-Monet-On-Her-Deathbed-S,level_assets/Claude-Monet-Camille-Monet-On-Her-Deathbed-S,1,aaaaa_Claude-Monet-Camille-Monet-On-Her-Deathbed-S.jpg
104,Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon,level_assets/Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon,1,aaaaa_Claude-Monet-Cart-on-the-Snow-Covered-Road-with-Saint-Simeon.jpg
105,Claude-Monet-Clifftop-Walk-at-Pourville-S,level_assets/Claude-Monet-Clifftop-Walk-at-Pourville-S,1,aaaaa_Claude-Monet-Clifftop-Walk-at-Pourville-S.jpg
106,Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S,level_assets/Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S,1,aaaaa_Claude-Monet-Exterior-View-of-the-Saint-Lazare-Station-S.jpg
107,Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S,level_assets/Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S,1,aaaaa_Claude-Monet-Fisherman-s-Cottage-at-Varengeville-S.jpg
108,Claude-Monet-Gare-Saint-Lazare-Pari-S,level_assets/Claude-Monet-Gare-Saint-Lazare-Pari-S,1,aaaaa_Claude-Monet-Gare-Saint-Lazare-Pari-S.jpg
109,Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S,level_assets/Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S,1,aaaaa_Claude-Monet-Grainstack-in-the-Morning-Snow-Effect-S.jpg
110,Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S,level_assets/Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S,1,aaaaa_Claude-Monet-Grainstacks-in-the-Sunlight-Midday-S.jpg
111,Claude-Monet-Houses-of-Parliament-Westminster-S,level_assets/Claude-Monet-Houses-of-Parliament-Westminster-S,1,aaaaa_Claude-Monet-Houses-of-Parliament-Westminster-S.jpg
112,Claude-Monet-Impression-Sunrise-S,level_assets/Claude-Monet-Impression-Sunrise-S,1,aaaaa_Claude-Monet-Impression-Sunrise-S.jpg
113,Claude-Monet-Irises-in-Monet-s-Garden-S,level_assets/Claude-Monet-Irises-in-Monet-s-Garden-S,1,aaaaa_Claude-Monet-Irises-in-Monet-s-Garden-S.jpg
114,Claude-Monet-le-bassin-aux-nympheas-reflets-verts-S,level_assets/Claude-Monet-le-bassin-aux-nympheas-reflets-verts-S,1,aaaaa_Claude-Monet-le-bassin-aux-nympheas-reflets-verts-S.jpg
115,Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise--,level_assets/Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise--,1,aaaaa_Claude-Monet-Madame-Monet-in-Japanese-Costume-La-Japonaise--.jpg
116,Claude-Monet-Monet-s-Garden-at-Vetheuil-S,level_assets/Claude-Monet-Monet-s-Garden-at-Vetheuil-S,1,aaaaa_Claude-Monet-Monet-s-Garden-at-Vetheuil-S.jpg
117,Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S,level_assets/Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S,1,aaaaa_Claude-Monet-Pathway-in-Monet-s-Garden-at-Giverny-S.jpg
118,Claude-Monet-Poplars-at-Giverny-S,level_assets/Claude-Monet-Poplars-at-Giverny-S,1,aaaaa_Claude-Monet-Poplars-at-Giverny-S.jpg
119,Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S,level_assets/Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S,1,aaaaa_Claude-Monet-Red-Boats-Argenteuil-1875-oil-on-canvas--S.jpg
120,Claude-Monet-Rouen-Cathedral-2--S,level_assets/Claude-Monet-Rouen-Cathedral-2--S,1,aaaaa_Claude-Monet-Rouen-Cathedral-2--S.jpg
121,Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S,level_assets/Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S,1,aaaaa_Claude-Monet-Rouen-Cathedral-Symphony-in-Grey-and-Rose-S.jpg
122,Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S,level_assets/Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S,1,aaaaa_Claude-Monet-San-Giorgio-Maggiore-at-Dusk-S.jpg
123,Claude-Monet-Sunrise-The-Sea-S,level_assets/Claude-Monet-Sunrise-The-Sea-S,1,aaaaa_Claude-Monet-Sunrise-The-Sea-S.jpg
124,Claude-Monet-The-Boulevard-des-Capucines-S,level_assets/Claude-Monet-The-Boulevard-des-Capucines-S,1,aaaaa_Claude-Monet-The-Boulevard-des-Capucines-S.jpg
125,Claude-Monet-The-Harbour-at-Argenteuil-S,level_assets/Claude-Monet-The-Harbour-at-Argenteuil-S,1,aaaaa_Claude-Monet-The-Harbour-at-Argenteuil-S.jpg
126,Claude-Monet-The-Japanese-Bridge-The-Water-Lily-Pond-Water-I,level_assets/Claude-Monet-The-Japanese-Bridge-The-Water-Lily-Pond-Water-I,1,aaaaa_Claude-Monet-The-Japanese-Bridge-The-Water-Lily-Pond-Water-I.jpg
127,Claude-Monet-The-Pont-de-l+Europe-Gare-Saint-Lazare-S,level_assets/Claude-Monet-The-Pont-de-l+Europe-Gare-Saint-Lazare-S,1,aaaaa_Claude-Monet-The-Pont-de-l+Europe-Gare-Saint-Lazare-S.jpg
128,Claude-Monet-The-River-S,level_assets/Claude-Monet-The-River-S,1,aaaaa_Claude-Monet-The-River-S.jpg
129,Claude-Monet-The-Road-Bridge-at-Argenteuil-S,level_assets/Claude-Monet-The-Road-Bridge-at-Argenteuil-S,1,aaaaa_Claude-Monet-The-Road-Bridge-at-Argenteuil-S.jpg
130,Claude-Monet-The-Rocks-near-Pourville-at-Ebb-Tide-S,level_assets/Claude-Monet-The-Rocks-near-Pourville-at-Ebb-Tide-S,1,aaaaa_Claude-Monet-The-Rocks-near-Pourville-at-Ebb-Tide-S.jpg
131,Claude-Monet-The-Studio-Boat-S,level_assets/Claude-Monet-The-Studio-Boat-S,1,aaaaa_Claude-Monet-The-Studio-Boat-S.jpg
132,Claude-Monet-The-Thames-below-Westminster-S,level_assets/Claude-Monet-The-Thames-below-Westminster-S,1,aaaaa_Claude-Monet-The-Thames-below-Westminster-S.jpg
133,Claude-Monet-The-Walk+-Lady-with-a-Parasol-S,level_assets/Claude-Monet-The-Walk+-Lady-with-a-Parasol-S,1,aaaaa_Claude-Monet-The-Walk+-Lady-with-a-Parasol-S.jpg
